geometry,buffered_geometry,longitude,latitude,ndvi,ndbi,ndwi,aerosol,label,index,place_id,licence,osm_type,osm_id,lat,lon,display_name,boundingbox,address.village,address.city,address.region,address.postcode,address.country,address.country_code,address.state,address.quarter,address.neighbourhood,address.town,address.amenity,address.road,address.building,address.aeroway,address.military,address.industrial
POINT (124.2970025918211 7.19641944355165),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.29700259182108,
                7.19641944355165
              ]
            }
          }
        }
      }
    }
  }
})",124.29700259182108,7.19641944355165,0.304213998736076,-0.217778256978874,-0.059977914343665416,128.47940074906367,2,0,282871809,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,3821368,7.1970344,124.23517140000001,"Cotabato City, Bangsamoro, Philippines","['7.1301838', '7.309149', '124.0823292', '124.3398499']",,Cotabato City,Bangsamoro,,Philippines,ph,,,,,,,,,,
POINT (124.2954869494195 7.208572444194386),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.29548694941948,
                7.208572444194386
              ]
            }
          }
        }
      }
    }
  }
})",124.29548694941948,7.208572444194387,0.2626687206896204,-0.19699039323252504,-0.04096399614606861,158.6683480453973,2,0,66513977,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,6085685205,7.232895200000001,124.2637385,"Salimbao, Maguindanao, Bangsamoro, 9605, Philippines","['7.2128952', '7.2528952', '124.2437385', '124.2837385']",Salimbao,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.3055742056334 7.208466169245128),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.30557420563345,
                7.208466169245128
              ]
            }
          }
        }
      }
    }
  }
})",124.30557420563343,7.208466169245128,0.28124494616657275,-0.1976088429891343,-0.060097367400016186,144.93401015228423,2,0,463713,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,198529966,7.2796468999999995,124.3038532,"Sultan Kudarat, Maguindanao, Bangsamoro, Philippines","['7.2396469', '7.3196469', '124.2638532', '124.3438532']",,,Bangsamoro,,Philippines,ph,Maguindanao,,,Sultan Kudarat,,,,,,
POINT (124.2064508559122 7.185392823288096),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.20645085591222,
                7.185392823288096
              ]
            }
          }
        }
      }
    }
  }
})",124.20645085591222,7.185392823288097,0.2747101033722548,-0.1592173814680577,-0.10595271459513547,205.5093399750934,0,0,265342218,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,857042863,7.184566900000001,124.20619409999999,"Maguindanao, Bangsamoro, 9601, Philippines","['7.1818898', '7.1845669', '124.2055464', '124.2061941']",,,Bangsamoro,9601.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2139648695297 7.17789918468554),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.21396486952972,
                7.17789918468554
              ]
            }
          }
        }
      }
    }
  }
})",124.21396486952972,7.17789918468554,0.3152699104674445,-0.1708925834910055,-0.13125425888600484,224.0,0,0,264947162,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,855265168,7.178142685679586,124.21334548180464,"Maguindanao, Bangsamoro, 9601, Philippines","['7.1771741', '7.1790955', '124.2121232', '124.2134659']",,,Bangsamoro,9601.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2061030406455 7.213524592674683),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.2061030406455,
                7.213524592674683
              ]
            }
          }
        }
      }
    }
  }
})",124.2061030406455,7.213524592674682,0.2754393105044036,-0.20239808981631688,-0.058786461424003525,152.23258706467658,0,0,95781968,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9085520175,7.2000942,124.2026389,"Bubong, Cotabato City, Bangsamoro, 9601, Philippines","['7.1800942', '7.2200942', '124.1826389', '124.2226389']",Bubong,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,,,,,,,,
POINT (124.2197848708516 7.219941606597772),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.21978487085161,
                7.219941606597772
              ]
            }
          }
        }
      }
    }
  }
})",124.2197848708516,7.219941606597772,0.3261260297488229,-0.21361844662816606,-0.09742636733134284,128.51439299123902,0,0,140408608,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,166903188,7.2191592,124.2216423,"Usman Subdivision, Bagua II, Cotabato City, Bangsamoro, 9601, Philippines","['7.2133077', '7.2191858', '124.2216423', '124.2335674']",Bagua II,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,Usman Subdivision,,,,,,,
POINT (124.2946680276585 7.174596470306058),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.29466802765847,
                7.174596470306058
              ]
            }
          }
        }
      }
    }
  }
})",124.29466802765849,7.174596470306058,0.3392520401277067,-0.21854189916212813,-0.09433611913978078,134.97861635220124,2,0,255365069,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,793104656,7.171397,124.29665459999998,"Lisbong, Cotabato City, Bangsamoro, Philippines","['7.15692', '7.1714179', '124.2901848', '124.3014112']",,Cotabato City,Bangsamoro,,Philippines,ph,,,Lisbong,,,,,,,
POINT (124.2419977529392 7.245289828410187),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.24199775293918,
                7.245289828410187
              ]
            }
          }
        }
      }
    }
  }
})",124.24199775293918,7.245289828410188,0.3363670027199058,-0.18649715228883326,-0.1361509164734711,117.38364779874212,3,0,129104077,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,118671456,7.2468584423375715,124.23973337318606,"Katuli, Maguindanao, Bangsamoro, 9605, Philippines","['7.2375406', '7.2604831', '124.2380212', '124.2476805']",Katuli,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.1890771465438 7.164645867624326),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.18907714654382,
                7.164645867624326
              ]
            }
          }
        }
      }
    }
  }
})",124.18907714654381,7.164645867624325,0.3378995698487248,-0.1787418710665804,-0.13714466601468234,209.8236040609137,0,0,265173433,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,856607226,7.164615366290335,124.18923795650605,"Nabilan, Maguindanao, Bangsamoro, 9601, Philippines","['7.1645692', '7.1651444', '124.1892292', '124.1893383']",Nabilan,,Bangsamoro,9601.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2352418943722 7.172098698122285),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.23524189437218,
                7.172098698122285
              ]
            }
          }
        }
      }
    }
  }
})",124.2352418943722,7.172098698122285,0.3238833781909161,-0.19117568400776086,-0.11759954827855808,209.19053549190537,0,0,131216522,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,129116219,7.170386447999504,124.23432514787216,"Awang, Maguindanao, Bangsamoro, 9601, Philippines","['7.1669564', '7.1797342', '124.22089', '124.2409135']",Awang,,Bangsamoro,9601.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2798665366218 7.225051412641176),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.2798665366218,
                7.225051412641176
              ]
            }
          }
        }
      }
    }
  }
})",124.2798665366218,7.225051412641176,0.2820781321952793,-0.1856721801306152,-0.07662075015673543,171.48306148055198,2,0,79866987,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,7719085844,7.226206599999999,124.25164550000001,"Poblacion Ⅶ, Cotabato City, Bangsamoro, 9605, Philippines","['7.2062066', '7.2462066', '124.2316455', '124.2716455']",Poblacion Ⅶ,Cotabato City,Bangsamoro,9605.0,Philippines,ph,,,,,,,,,,
POINT (124.1909108603957 7.19290132469905),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.1909108603957,
                7.19290132469905
              ]
            }
          }
        }
      }
    }
  }
})",124.1909108603957,7.19290132469905,0.2740626282988857,-0.18520267759344589,-0.07770680321069462,170.4924623115578,0,0,105683999,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,22772480,7.1936326702110565,124.19100592365237,"Bubong, Cotabato City, Bangsamoro, 9601, Philippines","['7.1935482', '7.1948135', '124.1863364', '124.192018']",Bubong,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,,,,,,,,
POINT (124.2793774915991 7.175614730919176),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.27937749159913,
                7.175614730919176
              ]
            }
          }
        }
      }
    }
  }
})",124.27937749159912,7.175614730919176,0.3236258683062706,-0.20333323943454404,-0.09628345502076288,148.05012531328322,2,0,77978897,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,7416240017,7.162957799999999,124.28752539999999,"Tamontaka Ⅳ, Cotabato City, Bangsamoro, Philippines","['7.1529578', '7.1729578', '124.2775254', '124.2975254']",,Cotabato City,Bangsamoro,,Philippines,ph,,Tamontaka Ⅳ,,,,,,,,
POINT (124.2382656302534 7.186350093902673),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.23826563025341,
                7.186350093902673
              ]
            }
          }
        }
      }
    }
  }
})",124.23826563025341,7.186350093902672,0.2524453555928279,-0.13288001729300125,-0.1130794656391078,159.0461346633416,4,0,266984791,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,855891600,7.1884402000000005,124.2401375,"Notre Dame Village, Rosary Heights VIII, Cotabato City, Bangsamoro, 9601, Philippines","['7.1884402', '7.1888126', '124.2401375', '124.2403083']",Rosary Heights VIII,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,Notre Dame Village,,,,,,,
POINT (124.2798731186955 7.174004394154956),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.27987311869553,
                7.174004394154956
              ]
            }
          }
        }
      }
    }
  }
})",124.2798731186955,7.174004394154957,0.32080109741617674,-0.20383713552474064,-0.09309937185334198,151.6513075965131,2,0,128639963,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,118667290,7.170105874094,124.27587098348772,"Tamontaka Ⅳ, Tamontaka 3, Cotabato City, Bangsamoro, 9601, Philippines","['7.1629389', '7.1746653', '124.2615367', '124.2876793']",Tamontaka 3,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,Tamontaka Ⅳ,,,,,,,,
POINT (124.2143624110842 7.224136003488075),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.21436241108415,
                7.224136003488075
              ]
            }
          }
        }
      }
    }
  }
})",124.21436241108415,7.224136003488076,0.3108632611575604,-0.2158922308523197,-0.07868651318243533,133.27249683143222,0,0,79417434,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,7718970119,7.219006200000001,124.2351633,"Bagua II, Cotabato City, Bangsamoro, 9605, Philippines","['7.1990062', '7.2390062', '124.2151633', '124.2551633']",Bagua II,Cotabato City,Bangsamoro,9605.0,Philippines,ph,,,,,,,,,,
POINT (124.2700675035592 7.184166606475349),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.27006750355918,
                7.184166606475349
              ]
            }
          }
        }
      }
    }
  }
})",124.27006750355919,7.184166606475348,0.31993104915724097,-0.19328271097750288,-0.10382271204559353,128.65753424657532,2,0,129118493,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,118666915,7.185586099999999,124.2737925,"Tamontaka 3, Cotabato City, Bangsamoro, Philippines","['7.1855123', '7.1913124', '124.2736591', '124.2766014']",Tamontaka 3,Cotabato City,Bangsamoro,,Philippines,ph,,,,,,,,,,
POINT (124.2947848264077 7.163297117367944),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.29478482640766,
                7.163297117367944
              ]
            }
          }
        }
      }
    }
  }
})",124.29478482640766,7.163297117367944,0.3276657391025305,-0.21851795195660112,-0.08552785390845087,154.13065326633162,2,0,255365069,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,793104656,7.164351017738046,124.29383273138173,"Lisbong, Cotabato City, Bangsamoro, Philippines","['7.15692', '7.1714179', '124.2901848', '124.3014112']",,Cotabato City,Bangsamoro,,Philippines,ph,,,Lisbong,,,,,,,
POINT (124.2899615076736 7.230703257002713),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.28996150767358,
                7.2307032570027125
              ]
            }
          }
        }
      }
    }
  }
})",124.28996150767357,7.230703257002712,0.29970118712184074,-0.17830277483410642,-0.10236509898686362,157.25944584382873,2,0,266569340,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,865204220,7.230970810446603,124.28876782511624,"Maguindanao, Bangsamoro, 9605, Philippines","['7.2271433', '7.2370464', '124.2871499', '124.289521']",,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.1861601723263 7.164489936145576),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.18616017232631,
                7.164489936145576
              ]
            }
          }
        }
      }
    }
  }
})",124.18616017232631,7.164489936145576,0.33709363671146136,-0.1805223500460233,-0.13530045636315588,212.4616352201258,0,0,142136719,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,173010874,7.1655406,124.18690900000001,"Nabilan, Maguindanao, Bangsamoro, 9601, Philippines","['7.1639873', '7.170102', '124.1865228', '124.1943171']",Nabilan,,Bangsamoro,9601.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.1951753582476 7.18590595107954),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.19517535824762,
                7.1859059510795396
              ]
            }
          }
        }
      }
    }
  }
})",124.19517535824762,7.18590595107954,0.280847120896418,-0.16193635991761884,-0.11024774746429744,200.7088607594937,0,0,265551718,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,857042866,7.182158500000001,124.198924,"Maguindanao, Bangsamoro, 9601, Philippines","['7.1806204', '7.1821585', '124.1987282', '124.198924']",,,Bangsamoro,9601.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2535298632769 7.252269421089749),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.25352986327694,
                7.252269421089749
              ]
            }
          }
        }
      }
    }
  }
})",124.25352986327694,7.252269421089749,0.3388148944613861,-0.1820482101298881,-0.14489066713301765,145.23700887198987,3,0,230966092,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,648178106,7.2524690000000005,124.25294369999999,"Senditan, Maguindanao, Bangsamoro, 9605, Philippines","['7.2417221', '7.2592791', '124.252469', '124.2548937']",Senditan,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.301973087856 7.167389308267841),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.30197308785603,
                7.1673893082678415
              ]
            }
          }
        }
      }
    }
  }
})",124.30197308785604,7.1673893082678415,0.3570481015330516,-0.2333849630517545,-0.09633758572535676,150.7546699875467,2,0,255365069,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,793104656,7.167404360745473,124.3014046686725,"Lisbong, Cotabato City, Bangsamoro, Philippines","['7.15692', '7.1714179', '124.2901848', '124.3014112']",,Cotabato City,Bangsamoro,,Philippines,ph,,,Lisbong,,,,,,,
POINT (124.1914743541795 7.166458935606239),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.19147435417953,
                7.166458935606239
              ]
            }
          }
        }
      }
    }
  }
})",124.19147435417952,7.166458935606239,0.3336850886416171,-0.17421312416930124,-0.138080140095715,209.6895261845386,0,0,142892820,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,173010875,7.16714,124.192097,"Nabilan, Maguindanao, Bangsamoro, 9601, Philippines","['7.1643793', '7.1723244', '124.1775624', '124.1927503']",Nabilan,,Bangsamoro,9601.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2375486812349 7.168725135437676),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.23754868123487,
                7.168725135437676
              ]
            }
          }
        }
      }
    }
  }
})",124.23754868123487,7.1687251354376755,0.33913211775515595,-0.1988762114012209,-0.12408563867778535,206.98879202988792,0,0,131216522,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,129116219,7.1687052553731165,124.23753852628893,"Awang, Maguindanao, Bangsamoro, 9601, Philippines","['7.1669564', '7.1797342', '124.22089', '124.2409135']",Awang,,Bangsamoro,9601.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2006664976659 7.232939879328867),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.20066649766589,
                7.232939879328867
              ]
            }
          }
        }
      }
    }
  }
})",124.20066649766588,7.2329398793288675,0.15827428867105967,-0.1401402276057771,-0.002796067015808033,121.80125786163522,1,0,66224215,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,6085685409,7.249878,124.2071104,"Kalanganan, Cotabato City, Bangsamoro, Philippines","['7.229878', '7.269878', '124.1871104', '124.2271104']",Kalanganan,Cotabato City,Bangsamoro,,Philippines,ph,,,,,,,,,,
POINT (124.2324407374747 7.192445783900212),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.23244073747475,
                7.1924457839002125
              ]
            }
          }
        }
      }
    }
  }
})",124.23244073747476,7.1924457839002125,0.2338086253180472,-0.11584035415100336,-0.11474547855334075,142.68421052631578,4,0,265024762,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,855881986,7.1910234,124.23202109999998,"Tamontaka, Cotabato City, Bangsamoro, 9601, Philippines","['7.1903063', '7.1910567', '124.2310981', '124.2320211']",Tamontaka,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,,,,,,,,
POINT (124.2903826785971 7.231685499706431),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.2903826785971,
                7.2316854997064315
              ]
            }
          }
        }
      }
    }
  }
})",124.29038267859708,7.231685499706431,0.3051417684191167,-0.1781695998886017,-0.10809375133364243,156.1695760598504,3,0,266569340,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,865204220,7.232044385662334,124.28901956448743,"Maguindanao, Bangsamoro, 9605, Philippines","['7.2271433', '7.2370464', '124.2871499', '124.289521']",,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2290509527933 7.216705366991978),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.22905095279326,
                7.216705366991978
              ]
            }
          }
        }
      }
    }
  }
})",124.22905095279327,7.216705366991977,0.27776990236771043,-0.14904093692855316,-0.1221135772546228,140.5940224159402,0,0,266095278,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,863765283,7.2152275999999995,124.23033799999999,"Bagua II, Cotabato City, Bangsamoro, 9601, Philippines","['7.2141526', '7.2152276', '124.230338', '124.2316094']",Bagua II,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,,,,,,,,
POINT (124.2209250244845 7.244560568660614),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.22092502448454,
                7.244560568660614
              ]
            }
          }
        }
      }
    }
  }
})",124.22092502448454,7.244560568660614,0.2939728801858471,-0.2015900533781952,-0.07842511740051641,115.96992481203009,0,0,120838583,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,88671383,7.242498129833459,124.21932033432176,"Kalanganan, Cotabato City, Bangsamoro, 9605, Philippines","['7.2348326', '7.2448259', '124.2159922', '124.2299987']",Kalanganan,Cotabato City,Bangsamoro,9605.0,Philippines,ph,,,,,,,,,,
